ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
13093,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13094,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13095,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13096,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13097,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13098,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13099,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13100,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13101,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13102,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13103,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13104,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13105,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13106,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13107,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13108,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13109,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13110,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13111,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13112,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13113,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13114,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13115,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13116,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13117,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13118,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13119,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13120,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13121,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13122,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13123,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13124,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13125,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13126,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13127,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13128,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13129,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13130,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13131,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13132,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13133,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13134,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13135,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13136,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13137,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13138,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13139,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 1,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13140,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13141,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13142,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13143,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13144,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13145,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13146,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13147,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13148,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13149,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13150,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13151,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13152,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13153,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13154,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13155,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13156,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13157,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13158,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13159,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13160,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13161,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13162,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13163,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13164,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13165,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13166,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13167,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13168,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13169,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13170,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13171,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13172,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13173,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13174,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13175,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13176,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13177,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13178,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13179,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13180,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13181,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13182,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13183,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13184,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13185,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13186,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13187,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13188,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13189,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 2,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13190,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13191,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13192,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13193,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13194,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13195,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13196,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13197,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13198,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13199,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13200,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13201,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13202,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13203,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13204,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13205,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13206,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13207,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13208,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13209,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13210,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13211,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13212,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13213,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13214,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13215,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13216,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13217,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13218,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13219,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13220,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13221,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13222,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13223,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13224,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13225,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13226,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13227,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13228,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13229,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13230,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13231,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13232,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13233,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13234,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13235,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13236,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13237,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13238,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,English For Speakers of Other Languages,Level 3,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
