ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
13532,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13533,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13534,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13535,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13536,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13537,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13538,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13539,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13540,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13541,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13542,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13543,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13544,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13545,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13546,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13547,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13548,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13549,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13550,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13551,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13552,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13553,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13554,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13555,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13556,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13557,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13558,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,GCSE (A* to G),Level 1/Level 2,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13709,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13710,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13711,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13712,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13713,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13714,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13715,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13716,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13717,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13718,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13719,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13720,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13721,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13722,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13723,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13724,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13725,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13726,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13727,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13728,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13729,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13730,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13731,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13732,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13733,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13734,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13735,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13736,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13737,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13738,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13739,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13740,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13741,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13742,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13743,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13744,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13745,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13746,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13747,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13748,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13749,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13750,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13751,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13752,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13753,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13754,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13755,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13756,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13757,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13758,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 1,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13759,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13760,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13761,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13762,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13763,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13764,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13765,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13766,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13767,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13768,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13769,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13770,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13771,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
13772,RN5133,Pearson,Pearson Education Ltd,Regulatory Qualification Type,Project,Level 2,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
